,NCESSCH,TITLEI,LEAID,G12,SCHOOL_LEVEL,TOTFRL,FTE,STUTERATIO,TOTMENROL,TOTFENROL,PCT_MEN,PCT_FEN,PCT_FRL,SCHOOL_TYPE,STNAM,FIPST,ALL_RATE,ALL_COHORT,MAM_COHORT,MAS_COHORT,MBL_COHORT,MHI_COHORT,MTR_COHORT,MWH_COHORT,CWD_COHORT,ECD_COHORT,FCS_COHORT,HOM_COHORT,LEP_COHORT,Success_Rate,PPCSTOT,MATH_NUM,MATH_PCT,READ_NUM,READ_PCT
3268,110003000264,Not Applicable,1100030,85,High,-1,21.73999977,19.6,254,172,0.5962441315,0.5962441315,0.00234741784,0,DISTRICT OF COLUMBIA,11,6,169,0,0,80,88,1,0,36,158,9,21,77,0,22406,24,20,19,20
3269,110003000267,Not Applicable,1100030,139,High,-1,43.5,14.6,267,366,0.4218009479,0.4218009479,0.001579778831,1,DISTRICT OF COLUMBIA,11,95,143,2,3,122,14,2,0,9,57,2,6,5,1,22406,185,30,171,65
3270,110003000008,Not Applicable,1100030,112,High,-1,60,10.8,375,270,0.5813953488,0.5813953488,0.001550387597,1,DISTRICT OF COLUMBIA,11,60,164,0,1,84,77,1,1,29,126,9,26,59,0,22406,139,5,136,6
3271,110003000016,Not Applicable,1100030,110,High,-1,4,136.3,171,374,0.3137614679,0.3137614679,0.001834862385,1,DISTRICT OF COLUMBIA,11,95,114,0,4,86,13,2,9,15,44,4,5,1,1,22406,145,15,141,55
3272,110003000055,Not Applicable,1100030,136,High,-1,47,9.7,268,187,0.589010989,0.589010989,0.002197802198,1,DISTRICT OF COLUMBIA,11,65,180,0,0,174,6,0,0,36,137,12,15,1,0,22406,98,6,94,15
3273,110003000078,Not Applicable,1100030,168,High,-1,57.5,12.9,353,391,0.4744623656,0.4744623656,0.001344086022,1,DISTRICT OF COLUMBIA,11,75,189,1,1,183,3,0,1,44,133,11,19,4,1,22406,139,5,131,25
3274,110003000079,Not Applicable,1100030,114,High,-1,49.5,13.5,334,333,0.5007496252,0.5007496252,0.001499250375,1,DISTRICT OF COLUMBIA,11,75,166,0,1,163,2,0,0,29,121,10,18,7,1,22406,225,5,213,15
3275,110003000081,Not Applicable,1100030,93,High,-1,34,9.6,181,146,0.5535168196,0.5535168196,0.003058103976,1,DISTRICT OF COLUMBIA,11,65,115,0,0,85,30,0,0,24,89,10,20,26,0,22406,58,10,61,10
3276,110003000082,Not Applicable,1100030,134,High,-1,76,9.8,415,331,0.5563002681,0.5563002681,0.001340482574,1,DISTRICT OF COLUMBIA,11,53,217,0,1,70,143,0,3,32,174,6,27,116,0,22406,100,5,99,6
3277,110003000084,Not Applicable,1100030,180,High,-1,69,9.4,302,348,0.4646153846,0.4646153846,0.001538461538,1,DISTRICT OF COLUMBIA,11,58,261,0,0,256,5,0,0,60,224,23,29,2,0,22406,121,5,134,5
3278,110003000085,Not Applicable,1100030,65,High,-1,44,6.7,148,148,0.5,0.5,0.003378378378,1,DISTRICT OF COLUMBIA,11,45,104,0,0,101,2,0,1,30,95,9,26,1,0,22406,58,10,52,11
3279,110003000131,Not Applicable,1100030,148,High,-1,37,16,255,337,0.4307432432,0.4307432432,0.001689189189,1,DISTRICT OF COLUMBIA,11,95,147,0,10,51,17,6,63,1,23,0,2,3,1,22406,132,80,137,90
3280,110003000133,Not Applicable,1100030,422,High,-1,117,15.4,952,844,0.5300668151,0.5300668151,0.0005567928731,1,DISTRICT OF COLUMBIA,11,83,501,1,31,171,117,20,161,53,164,3,9,49,1,22406,416,32,441,58
3281,110003000153,Not Applicable,1100030,109,High,-1,30,16.1,135,347,0.2800829876,0.2800829876,0.002074688797,1,DISTRICT OF COLUMBIA,11,95,108,0,3,78,22,1,4,0,29,1,0,2,1,22406,137,80,122,95
3282,110003000198,Not Applicable,1100030,83,High,-1,16,18,138,150,0.4791666667,0.4791666667,0.003472222222,0,DISTRICT OF COLUMBIA,11,10,145,0,1,138,6,0,0,32,141,24,38,4,0,22406,19,20,8,50
3283,110003000207,Not Applicable,1100030,116,High,-1,22.47999954,14.3,169,153,0.5248447205,0.5248447205,0.003105590062,0,DISTRICT OF COLUMBIA,11,10,135,0,0,131,3,1,0,38,131,19,45,2,0,22406,8,50,12,50
3284,110003000396,Not Applicable,1100030,224,High,-1,105.5,12.5,660,660,0.5,0.5,0.0007575757576,1,DISTRICT OF COLUMBIA,11,81,270,0,7,82,181,0,0,24,180,5,29,105,1,22406,210,6,213,30
3285,110003000397,Not Applicable,1100030,14,High,-1,21,6.5,82,54,0.6029411765,0.6029411765,0.007352941176,0,DISTRICT OF COLUMBIA,11,30,51,0,0,48,3,0,0,20,50,5,9,4,0,22406,14,50,10,50
3286,110003000407,Not Applicable,1100030,50,High,-1,31,8.5,160,105,0.6037735849,0.6037735849,0.003773584906,1,DISTRICT OF COLUMBIA,11,90,49,0,0,47,1,0,1,5,36,3,7,3,1,22406,64,6,65,20
6496,240048001541,Not Applicable,2400480,446,High,627,134.8000031,17.3,1142,1196,0.4884516681,0.4884516681,0.2681779299,1,MARYLAND,24,91,529,0,104,137,158,22,108,49,136,0,7,56,1,16490,40.50417174,54,50.59406569,63
6497,240048001365,Yes,2400480,57,High,11,47.25214875,,39,18,0.6842105263,0.6842105263,0.1929824561,0,MARYLAND,24,81.50425711,1,0,1,0,0,0,0,1,0,0,0,0,0,16490,40.50417174,80,50.59406569,80
6498,240048001366,Yes,2400480,315,High,853,119.8000031,14.5,842,890,0.4861431871,0.4861431871,0.4924942263,1,MARYLAND,24,79,428,1,27,107,229,7,57,43,193,1,12,95,1,16490,40.50417174,30,50.59406569,49
6499,240048000773,Yes,2400480,381,High,633,120.0999985,14.5,825,921,0.4725085911,0.4725085911,0.3625429553,1,MARYLAND,24,81,464,0,40,68,245,13,98,55,174,0,6,85,1,16490,40.50417174,41,50.59406569,58
6500,240048000784,Not Applicable,2400480,512,High,213,114.8000031,18.5,1080,1044,0.5084745763,0.5084745763,0.1002824859,1,MARYLAND,24,95,515,1,26,82,91,34,281,52,63,0,2,34,1,16490,40.50417174,76,50.59406569,82
6501,240048000808,Not Applicable,2400480,343,High,530,102.1999969,15.7,847,762,0.5264139217,0.5264139217,0.3293971411,1,MARYLAND,24,85,406,0,55,82,158,18,93,53,136,0,5,44,1,16490,40.50417174,50,50.59406569,59
6502,240048000838,Yes,2400480,501,High,1020,162.8000031,14.4,1236,1116,0.5255102041,0.5255102041,0.4336734694,1,MARYLAND,24,77,665,1,57,148,359,21,79,77,262,0,7,181,1,16490,40.50417174,33,50.59406569,58
6503,240048000855,Yes,2400480,433,High,894,122.1999969,14.6,875,906,0.4912970241,0.4912970241,0.5019651881,1,MARYLAND,24,80,443,0,23,136,263,6,15,54,215,0,15,118,1,16490,40.50417174,22,50.59406569,43
6504,240048000877,Not Applicable,2400480,731,High,1057,187.9600067,17,1657,1539,0.5184605757,0.5184605757,0.3307259074,1,MARYLAND,24,86,772,0,118,164,289,35,166,63,254,1,12,157,1,16490,40.50417174,58,50.59406569,65
6505,240048000890,Yes,2400480,443,High,709,120.1200027,16.7,1011,994,0.5042394015,0.5042394015,0.3536159601,1,MARYLAND,24,92,501,0,78,282,76,19,46,43,152,0,2,13,1,16490,40.50417174,47,50.59406569,67
6506,240048000897,Not Applicable,2400480,295,High,88,63.5,18.7,590,595,0.4978902954,0.4978902954,0.07426160338,1,MARYLAND,24,99,291,1,94,15,31,15,135,16,19,0,1,0,1,16490,40.50417174,80,50.59406569,85
6507,240048000902,Not Applicable,2400480,558,High,491,135,18.4,1247,1236,0.5022150624,0.5022150624,0.1977446637,1,MARYLAND,24,94,575,1,162,92,140,25,155,31,124,0,5,52,1,16490,40.50417174,74,50.59406569,75
6508,240048000912,Not Applicable,2400480,360,High,350,97.40000153,14.9,809,641,0.5579310345,0.5579310345,0.2413793103,1,MARYLAND,24,83,365,1,34,54,166,12,98,58,123,1,7,60,1,16490,40.50417174,45,50.59406569,64
6509,240048000918,Yes,2400480,277,High,444,83.80000305,14.1,590,591,0.49957663,0.49957663,0.3759525826,1,MARYLAND,24,86,269,0,34,85,96,12,42,30,110,0,8,42,1,16490,40.50417174,30,50.59406569,50
6510,240048000921,Not Applicable,2400480,442,High,297,116.1999969,17,1013,960,0.5134313229,0.5134313229,0.1505321845,1,MARYLAND,24,90,509,0,58,80,108,20,243,50,83,0,1,73,1,16490,40.50417174,64,50.59406569,70
6511,240048000926,Yes,2400480,370,High,828,119.6299973,14.5,1036,699,0.5971181556,0.5971181556,0.4772334294,1,MARYLAND,24,85,440,0,57,168,162,23,30,40,202,0,14,87,1,16490,40.50417174,46,50.59406569,54
6512,240048000934,Not Applicable,2400480,546,High,109,116,18.2,1061,1046,0.5035595634,0.5035595634,0.05173232084,1,MARYLAND,24,97,545,1,189,35,34,23,263,38,29,1,2,4,1,16490,40.50417174,87,50.59406569,91
6513,240048000941,Not Applicable,2400480,516,High,40,123.5999985,17,1092,1006,0.5204957102,0.5204957102,0.01906577693,1,MARYLAND,24,96,526,1,75,17,46,23,364,44,10,0,0,6,1,16490,40.50417174,86,50.59406569,91
6514,240048000942,Not Applicable,2400480,589,High,193,140.3999939,18.4,1375,1212,0.5315036722,0.5315036722,0.07460378817,1,MARYLAND,24,96,594,3,51,67,98,37,338,67,47,0,3,19,1,16490,40.50417174,78,50.59406569,87
6515,240048000951,Yes,2400480,398,High,963,128.6000061,16.2,1233,844,0.5936446798,0.5936446798,0.4636494945,1,MARYLAND,24,84,468,0,77,120,224,7,40,38,198,0,3,92,1,16490,40.50417174,50,50.59406569,61
6516,240048000956,Not Applicable,2400480,565,High,79,125.3000031,17.8,1217,1010,0.5464750786,0.5464750786,0.03547373148,1,MARYLAND,24,97,559,0,140,54,42,23,300,61,21,0,1,2,1,16490,40.50417174,84,50.59406569,85
6517,240048001040,Not Applicable,2400480,553,High,574,148.3999939,17.4,1287,1299,0.4976798144,0.4976798144,0.2219644238,1,MARYLAND,24,94,617,0,123,178,112,27,177,53,131,0,1,12,1,16490,40.50417174,59,50.59406569,68
6518,240048001044,Yes,2400480,374,High,617,100.8000031,17,771,946,0.4490390215,0.4490390215,0.3593476995,1,MARYLAND,24,92,381,0,28,160,101,21,71,37,125,0,4,11,1,16490,40.50417174,45,50.59406569,64
6519,240048001451,Not Applicable,2400480,16,High,68,47.25214875,,84,32,0.724137931,0.724137931,0.5862068966,0,MARYLAND,24,25,68,0,2,41,17,3,5,18,35,0,1,11,0,16490,40.50417174,20,50.59406569,20
6520,240048001455,Not Applicable,2400480,292,High,208,78.40000153,16.7,656,655,0.5003813883,0.5003813883,0.1586575133,1,MARYLAND,24,93,304,1,22,39,52,18,172,24,50,0,3,2,1,16490,40.50417174,70,50.59406569,70
6521,240048001460,Yes,2400480,43,High,31,22.39999962,4.3,84,13,0.8659793814,0.8659793814,0.3195876289,0,MARYLAND,24,50,11,0,1,3,1,0,6,11,3,0,0,0,0,16490,40.50417174,50,50.59406569,50
6522,240048001509,Not Applicable,2400480,481,High,452,124.5999985,16.9,1038,1062,0.4942857143,0.4942857143,0.2152380952,1,MARYLAND,24,92,505,1,69,70,159,15,191,39,120,0,3,64,1,16490,40.50417174,55,50.59406569,62
6523,240048001525,Yes,2400480,358,High,804,116.8000031,13.8,854,761,0.5287925697,0.5287925697,0.4978328173,1,MARYLAND,24,81,394,1,25,106,212,17,33,46,187,0,6,105,1,16490,40.50417174,22,50.59406569,34
6524,240051001542,Not Applicable,2400510,519,High,991,132,17.4,1246,1049,0.54291939,0.54291939,0.4318082789,1,MARYLAND,24,87,614,3,6,538,48,7,12,37,218,4,9,10,1,15782,40.50417174,14,50.59406569,28
6525,240051000987,Yes,2400510,338,High,1464,125,14.8,958,895,0.5169994603,0.5169994603,0.7900701565,1,MARYLAND,24,66,474,1,9,139,323,0,2,21,335,1,8,110,0,15782,40.50417174,15,50.59406569,38
6526,240051000990,Not Applicable,2400510,547,High,798,130.5,18.3,1210,1182,0.5058528428,0.5058528428,0.3336120401,1,MARYLAND,24,91,590,0,28,406,67,21,68,22,160,3,3,18,1,15782,40.50417174,35,50.59406569,61
6527,240051001002,Not Applicable,2400510,215,High,593,65.5,13,423,426,0.4982332155,0.4982332155,0.6984687868,1,MARYLAND,24,69,262,0,1,164,92,3,2,20,168,0,4,49,1,15782,40.50417174,15,50.59406569,30
6528,240051001017,Not Applicable,2400510,207,High,634,79,12.8,513,502,0.5054187192,0.5054187192,0.6246305419,1,MARYLAND,24,67,255,1,5,167,81,1,0,21,151,0,4,42,1,15782,40.50417174,6,50.59406569,25
6529,240051001023,Not Applicable,2400510,372,High,1337,121,16.7,1084,938,0.5361028684,0.5361028684,0.6612265084,1,MARYLAND,24,79,442,0,8,287,132,3,12,36,259,0,3,42,1,15782,40.50417174,19,50.59406569,47
6530,240051001027,Not Applicable,2400510,625,High,1230,129,20.5,1255,1394,0.4737636844,0.4737636844,0.4643261608,1,MARYLAND,24,91,686,2,77,391,112,29,75,21,236,2,8,28,1,15782,40.50417174,60,50.59406569,71
6531,240051001029,Not Applicable,2400510,141,High,577,56,14.3,436,362,0.5463659148,0.5463659148,0.7230576441,1,MARYLAND,24,70,177,0,4,142,28,0,3,24,107,1,3,3,1,15782,40.50417174,10,50.59406569,45
6532,240051001036,Not Applicable,2400510,223,High,360,58,17.2,480,516,0.4819277108,0.4819277108,0.3614457831,1,MARYLAND,24,93,234,2,0,210,11,9,2,11,74,0,3,0,1,15782,40.50417174,20,50.59406569,45
6533,240051001038,Not Applicable,2400510,191,High,433,56.5,14.8,443,391,0.53117506,0.53117506,0.5191846523,1,MARYLAND,24,79,211,0,9,164,35,3,0,32,109,0,5,2,1,15782,40.50417174,15,50.59406569,50
6534,240051001052,Not Applicable,2400510,231,High,338,60,15.6,526,409,0.5625668449,0.5625668449,0.3614973262,1,MARYLAND,24,91,252,1,1,217,20,5,8,2,82,4,6,1,1,15782,40.50417174,10,50.59406569,45
6535,240051001054,Not Applicable,2400510,71,High,191,2,138,164,112,0.5942028986,0.5942028986,0.6920289855,0,MARYLAND,24,20,137,1,0,15,117,0,4,7,94,4,1,28,0,15782,40.50417174,5,50.59406569,10
6536,240051001059,Yes,2400510,451,High,2029,156,15.9,1363,1118,0.5493752519,0.5493752519,0.817815397,1,MARYLAND,24,66,644,1,23,114,491,3,12,11,515,0,36,236,0,15782,40.50417174,14,50.59406569,41
6537,240051001062,Not Applicable,2400510,92,High,117,47.25214875,,112,88,0.56,0.56,0.585,0,MARYLAND,24,40,104,0,0,83,18,1,2,3,62,0,1,6,0,15782,40.50417174,5,50.59406569,10
6538,240051001067,Not Applicable,2400510,60,High,33,6,10,24,36,0.4,0.4,0.55,0,MARYLAND,24,80,17,0,0,9,8,0,0,0,10,0,0,1,1,15782,40.50417174,6,50.59406569,20
6539,240051001089,Not Applicable,2400510,179,High,476,55,15.3,436,407,0.5172004745,0.5172004745,0.5646500593,1,MARYLAND,24,84,219,2,3,196,16,2,0,7,106,1,8,2,1,15782,40.50417174,20,50.59406569,40
6540,240051001092,Not Applicable,2400510,365,High,1130,114,16.2,898,947,0.4867208672,0.4867208672,0.6124661247,1,MARYLAND,24,77,468,1,25,266,155,6,15,12,250,1,7,57,1,15782,40.50417174,20,50.59406569,42
6541,240051001114,Yes,2400510,409,High,1719,151,15.3,1169,1146,0.5049676026,0.5049676026,0.7425485961,1,MARYLAND,24,68,554,1,7,158,369,5,14,32,354,1,11,141,1,15782,40.50417174,16,50.59406569,31
6542,240051001123,Not Applicable,2400510,335,High,686,83.5,17.3,701,747,0.4841160221,0.4841160221,0.4737569061,1,MARYLAND,24,88,384,0,29,252,88,7,8,14,147,0,7,19,1,15782,40.50417174,38,50.59406569,63
6543,240051001126,Yes,2400510,492,High,1776,150.1000061,15.8,1242,1125,0.5247148289,0.5247148289,0.7503168568,1,MARYLAND,24,77,595,3,36,230,300,4,22,48,387,0,13,120,1,15782,40.50417174,18,50.59406569,39
6544,240051001133,Yes,2400510,267,High,870,90,13.4,645,563,0.5339403974,0.5339403974,0.7201986755,1,MARYLAND,24,76,327,1,3,232,85,3,3,20,213,1,7,40,1,15782,40.50417174,6,50.59406569,30
6545,240051001164,Not Applicable,2400510,407,High,1205,139.6999969,13.8,878,1043,0.4570536179,0.4570536179,0.6272774597,1,MARYLAND,24,76,535,4,2,493,27,5,4,30,288,3,9,2,1,15782,40.50417174,11,50.59406569,30
6546,240051001167,Not Applicable,2400510,166,High,350,61.5,11.4,387,315,0.5512820513,0.5512820513,0.4985754986,1,MARYLAND,24,85,177,0,2,144,22,4,5,19,66,1,4,4,1,15782,40.50417174,6,50.59406569,30
6547,240051001424,Yes,2400510,62,High,66,17.5,5.1,56,34,0.6222222222,0.6222222222,0.7333333333,0,MARYLAND,24,40,60,0,0,43,15,0,2,5,42,1,0,6,0,15782,40.50417174,10,50.59406569,10
6548,240051001463,Not Applicable,2400510,92,High,53,18,5.4,61,37,0.6224489796,0.6224489796,0.5408163265,0,MARYLAND,24,80,55,0,0,53,2,0,0,3,25,1,0,1,1,15782,40.50417174,5,50.59406569,5
6549,240051002951,Not Applicable,2400510,460,High,1081,114,19.2,1038,1148,0.4748398902,0.4748398902,0.4945105215,1,MARYLAND,24,92,519,3,5,477,21,11,2,17,208,0,9,3,1,15782,40.50417174,38,50.59406569,58
6550,240051001704,Not Applicable,2400510,105,High,237,21.5,24.1,140,378,0.2702702703,0.2702702703,0.4575289575,1,MARYLAND,24,95,105,1,6,82,13,0,3,0,39,0,1,0,1,15782,40.50417174,80,50.59406569,95
6551,240051001718,Not Applicable,2400510,80,High,266,33,20,342,317,0.5189681335,0.5189681335,0.4036418816,1,MARYLAND,24,95,83,0,2,59,11,7,4,1,21,0,0,0,1,15782,40.50417174,30,50.59406569,65
6552,240051001737,Not Applicable,2400510,79,High,339,25.5,14.8,216,162,0.5714285714,0.5714285714,0.8968253968,1,MARYLAND,24,80,83,0,2,10,71,0,0,9,67,2,1,57,1,15782,40.50417174,6,50.59406569,10
6553,240051001738,Not Applicable,2400510,69,High,327,24,13.8,181,151,0.5451807229,0.5451807229,0.984939759,1,MARYLAND,24,75,85,0,0,10,71,0,4,0,82,0,0,62,1,15782,40.50417174,6,50.59406569,10
6554,240018000518,Yes,2400180,131,High,278,40,13.2,265,261,0.5038022814,0.5038022814,0.5285171103,1,MARYLAND,24,85,135,0,0,34,2,6,93,6,69,0,5,8,1,14278,118,40,118,55
6555,240018000523,Yes,2400180,247,High,522,73,15.4,575,546,0.5129348796,0.5129348796,0.4656556646,1,MARYLAND,24,89,253,1,2,36,42,21,151,13,120,1,8,15,1,14278,232,45,231,50
6556,240036000671,Not Applicable,2400360,103,High,167,36.68999863,12,227,212,0.5170842825,0.5170842825,0.3804100228,1,MARYLAND,24,90,101,0,1,1,1,1,97,4,23,0,2,1,1,14657,96,50,96,80
6557,240036000674,Not Applicable,2400360,164,High,291,49.5,14.4,385,330,0.5384615385,0.5384615385,0.406993007,1,MARYLAND,24,90,162,0,3,0,5,5,149,17,52,1,2,2,1,14657,150,50,148,55
6558,240045000768,Not Applicable,2400450,125,High,264,42.5,13.2,288,275,0.5115452931,0.5115452931,0.4689165187,1,MARYLAND,24,85,135,0,2,30,8,8,87,15,59,1,4,2,1,16566,40.50417174,35,50.59406569,65
6559,240006001401,Not Applicable,2400060,56,High,76,29,16,256,207,0.5529157667,0.5529157667,0.1641468683,1,MARYLAND,24,90,57,0,8,20,6,2,21,1,5,0,0,0,1,14006,51,60,57,80
6560,240006000037,Yes,2400060,404,High,854,137.6000061,14.4,893,1088,0.4507824331,0.4507824331,0.4310954064,1,MARYLAND,24,84,457,2,17,117,165,12,144,23,193,0,13,83,1,14006,379,42,374,53
6561,240006000040,Not Applicable,2400060,491,High,354,114.9300003,18.5,1034,1088,0.4872761546,0.4872761546,0.1668237512,1,MARYLAND,24,94,507,4,33,141,46,39,244,36,104,0,7,5,1,14006,467,52,463,68
6562,240006000055,Not Applicable,2400060,510,High,224,125.8700027,17.3,1090,1089,0.5002294631,0.5002294631,0.1027994493,1,MARYLAND,24,97,511,3,24,32,38,18,396,25,51,0,1,6,1,14006,493,73,491,76
6563,240006000058,Not Applicable,2400060,326,High,208,84.5,16.3,697,682,0.5054387237,0.5054387237,0.1508339376,1,MARYLAND,24,92,339,0,5,21,18,9,286,24,46,0,2,2,1,14006,298,50,299,70
6564,240006000075,Yes,2400060,425,High,831,125.5999985,16.2,1021,1014,0.5017199017,0.5017199017,0.4083538084,1,MARYLAND,24,88,464,3,21,114,75,33,218,36,166,0,12,31,1,14006,401,26,406,45
6565,240006000099,Not Applicable,2400060,466,High,835,124.9000015,16.3,1038,1001,0.509073075,0.509073075,0.4095144679,1,MARYLAND,24,85,507,3,23,282,109,24,66,37,192,0,14,35,1,14006,420,29,405,49
6566,240006000103,Not Applicable,2400060,303,High,358,79.09999847,17.4,706,669,0.5134545455,0.5134545455,0.2603636364,1,MARYLAND,24,93,321,1,8,29,16,22,245,24,90,0,2,2,1,14006,291,25,292,55
6567,240006000109,Not Applicable,2400060,504,High,742,133.6000061,16.5,1126,1078,0.5108892922,0.5108892922,0.3366606171,1,MARYLAND,24,92,556,1,36,194,75,34,216,42,195,0,9,22,1,14006,493,39,483,50
6568,240006000127,Not Applicable,2400060,425,High,66,98.76999664,18.9,962,903,0.5158176944,0.5158176944,0.03538873995,1,MARYLAND,24,98,426,0,18,11,26,15,356,10,6,0,2,4,1,14006,414,81,410,84
6569,240006000132,Not Applicable,2400060,236,High,218,61.97000122,16.1,490,507,0.4914744233,0.4914744233,0.2186559679,1,MARYLAND,24,94,246,0,4,25,15,14,188,17,50,0,4,2,1,14006,223,50,224,65
6570,240006000899,Not Applicable,2400060,125,High,3,47.25214875,,146,132,0.5251798561,0.5251798561,0.01079136691,0,MARYLAND,24,20,160,0,3,36,35,8,78,21,2,0,3,17,0,14006,87,6,106,15
6571,240006001402,Not Applicable,2400060,474,High,223,116.2600021,18.5,1052,1101,0.4886205295,0.4886205295,0.103576405,1,MARYLAND,24,95,493,1,18,41,40,24,369,23,54,0,4,3,1,14006,452,68,447,75
6572,240006090441,Yes,2400060,495,High,1025,131.8999939,17.4,1210,1079,0.5286151158,0.5286151158,0.4477937964,1,MARYLAND,24,83,567,1,23,149,93,37,264,58,243,0,14,29,1,14006,458,33,456,56
6573,240012001547,Not Applicable,2400120,284,High,500,70.5,15.6,585,517,0.5308529946,0.5308529946,0.4537205082,1,MARYLAND,24,94,270,0,5,247,3,4,11,27,86,2,2,3,1,14526,255,20,245,30
6574,240012000230,Not Applicable,2400120,211,High,189,58.20000076,16.2,277,665,0.2940552017,0.2940552017,0.2006369427,0,MARYLAND,24,99,210,1,14,78,14,12,91,5,39,0,2,0,1,14526,209,60,208,85
6575,240012000248,Not Applicable,2400120,236,High,311,59.5,15.3,427,482,0.4697469747,0.4697469747,0.3421342134,0,MARYLAND,24,99,227,0,39,157,5,10,16,4,67,0,2,0,1,14526,231,75,231,90
6576,240012000355,Not Applicable,2400120,438,High,621,106.5,17.2,956,874,0.5224043716,0.5224043716,0.3393442623,1,MARYLAND,24,95,454,2,51,122,20,26,233,42,113,4,6,8,1,14526,415,47,413,69
6577,240012000362,Yes,2400120,220,High,683,67.5,14.5,508,473,0.5178389399,0.5178389399,0.6962283384,1,MARYLAND,24,82,249,0,5,132,19,14,79,35,148,2,10,3,1,14526,199,10,202,30
6578,240012000373,Not Applicable,2400120,460,High,414,105.5,17.8,971,908,0.5167642363,0.5167642363,0.2203299627,1,MARYLAND,24,94,457,0,60,89,44,12,252,29,79,0,9,9,1,14526,425,64,413,77
6579,240012000377,Yes,2400120,360,High,1621,111,14.6,875,746,0.5397902529,0.5397902529,1,1,MARYLAND,24,78,404,5,11,97,89,25,177,71,167,2,21,47,1,14526,301,16,320,26
6580,240012000379,Not Applicable,2400120,316,High,286,66,17.8,539,633,0.4598976109,0.4598976109,0.2440273038,0,MARYLAND,24,99,317,2,49,75,16,9,166,2,74,0,3,0,1,14526,313,84,316,89
6581,240012000390,Not Applicable,2400120,362,High,516,86,17,789,671,0.5404109589,0.5404109589,0.3534246575,1,MARYLAND,24,89,369,2,27,151,39,17,133,32,104,0,3,0,1,14526,325,39,325,54
6582,240012000412,Yes,2400120,428,High,996,97.5,16.6,860,762,0.5302096178,0.5302096178,0.6140567201,1,MARYLAND,24,81,429,3,11,183,39,19,174,68,226,1,13,1,1,14526,323,13,341,28
6583,240012000416,Yes,2400120,333,High,812,89,14.5,698,593,0.5406661503,0.5406661503,0.6289697909,1,MARYLAND,24,81,359,0,37,86,80,12,144,27,191,0,19,64,1,14526,257,10,279,25
6584,240012000420,Not Applicable,2400120,206,High,345,56,15.5,459,411,0.5275862069,0.5275862069,0.3965517241,1,MARYLAND,24,91,210,0,7,83,11,6,103,11,60,1,4,0,1,14526,183,45,183,65
6585,240012000432,Not Applicable,2400120,335,High,680,85,14.5,638,595,0.5174371452,0.5174371452,0.5515004055,1,MARYLAND,24,91,339,0,4,316,10,6,3,36,163,2,1,2,1,14526,311,14,300,25
6586,240012000438,Yes,2400120,240,High,609,65.5,15.1,518,469,0.524822695,0.524822695,0.6170212766,1,MARYLAND,24,89,243,0,7,168,20,7,41,32,121,2,6,1,1,14526,220,6,221,25
6587,240012000443,Not Applicable,2400120,401,High,1088,128.5,14.7,1054,830,0.559447983,0.559447983,0.5774946921,1,MARYLAND,24,76,467,0,53,174,128,8,104,66,222,5,33,142,1,14526,313,24,328,37
6588,240012000444,Yes,2400120,343,High,855,91,15.8,595,846,0.412907703,0.412907703,0.5933379598,1,MARYLAND,24,85,341,2,7,89,34,23,186,37,166,0,8,0,1,14526,271,15,279,40
6589,240012000446,Not Applicable,2400120,503,High,682,121,16.3,1017,957,0.5151975684,0.5151975684,0.345491388,1,MARYLAND,24,91,498,2,60,140,30,13,253,48,114,1,9,2,1,14526,435,38,452,57
6590,240012000449,Not Applicable,2400120,212,High,334,55.5,16.3,488,417,0.5392265193,0.5392265193,0.3690607735,1,MARYLAND,24,96,214,0,18,97,21,8,70,24,57,2,4,1,1,14526,195,35,199,60
6591,240012000458,Not Applicable,2400120,230,High,545,64,15.1,498,471,0.5139318885,0.5139318885,0.5624355005,1,MARYLAND,24,89,237,1,0,227,4,1,4,35,114,7,3,1,1,14526,203,10,194,25
6592,240012000477,Not Applicable,2400120,202,High,382,59,16.8,493,499,0.4969758065,0.4969758065,0.3850806452,1,MARYLAND,24,94,213,2,3,14,14,12,168,15,60,0,3,0,1,14526,196,45,197,75
6593,240012000487,Not Applicable,2400120,395,High,274,92.5,17.6,794,835,0.4874155924,0.4874155924,0.1682013505,1,MARYLAND,24,98,388,1,34,74,19,10,250,22,50,2,4,4,1,14526,369,69,367,77
6594,240012000502,Yes,2400120,333,High,997,98,16.1,872,703,0.5536507937,0.5536507937,0.633015873,1,MARYLAND,24,90,331,2,14,270,36,2,7,57,150,4,12,39,1,14526,287,6,295,15
6595,240012001347,Not Applicable,2400120,273,High,695,79.5,14.6,641,519,0.5525862069,0.5525862069,0.599137931,1,MARYLAND,24,77,306,0,4,161,97,4,40,30,135,3,8,89,1,14526,220,15,222,20
6596,240012001432,Not Applicable,2400120,300,High,102,74.80000305,17,633,638,0.4980330448,0.4980330448,0.08025177026,1,MARYLAND,24,98,301,0,7,13,10,12,259,11,15,0,1,0,1,14526,292,65,295,75
6597,240021001185,Not Applicable,2400210,257,High,239,62.66999817,18,573,553,0.5088809947,0.5088809947,0.2122557726,1,MARYLAND,24,95,300,0,11,21,30,8,230,22,13,1,1,10,1,14216,280,50,279,65
6598,240021001348,Not Applicable,2400210,41,High,9,47.25214875,,20,21,0.487804878,0.487804878,0.2195121951,0,MARYLAND,24,81.50425711,1,0,0,0,0,0,1,1,0,0,0,0,0,14216,11,50,11,50
